,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
125,Analytics Analyst - Data Science,Data Analyst,Accenture,"Bengaluru, Karnataka","In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=1386903d264a3741&fccid=a4e4e2eaf26690c9&vjs=3
126,Junior Data Analyst,Data Analyst,Sri Vijaya Ganapathy Stores,"Puducherry, Puducherry","This may involve removing duplicates, filling in missing data, and transforming data into a usable format.
Data Analysis: You will be responsible for analyzing…",EmployerActive 3 days ago,"₹2,00,000 - ₹3,00,000 a year",2023-03-15,/company/Sri-Vijaya-Ganapathy-Stores/jobs/Junior-Data-Analyst-2e1d282b1ef6497e?fccid=8d520186c130887d&vjs=3
127,Data Analyst,Data Analyst,Techigai,"Hyderabad, Telangana","Strong SQL logic skills and data analysis skills.
Strong experience in developing dashboards in Power BI/Tableau.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9f140dcc23530d5b&fccid=c778d6a82366325a&vjs=3
128,Data Research Analyst,Data Analyst,fluidonomics Solutions,"Remote in Pune, Maharashtra","Proven working experience as a data analyst or business data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c7740e2ce9f9d7c8&fccid=cab3f8c3740a190d&vjs=3
129,Analyst - Data & Analytics,Data Analyst,General Mills,"Remote in Mumbai, Maharashtra","Drive standard interpretation, output and use of workforce data; communicate data nuances that impact interpretation.
Specific Job Experience or Skills Needed.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0cb89a45d10aa81b&fccid=3bcf7eb192e678e4&vjs=3
130,Data Analyst Intern,Data Analyst,OPK eServices,"Gurgaon, Haryana","Excellent communication and data presentation skills.
Do data analyses and statistical techniques to develop solutions to get meaningful information of data to…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=684a14d488ca7c7e&fccid=0a9666f2a6fd9d86&vjs=3
131,Data Analyst,Data Analyst,Molex,"Bengaluru, Karnataka","In this role you will have the opportunity to perform data extraction, performance analysis, and transform data into meaningful reports and presentation to…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=ea16b996f55c57df&fccid=de113fe345574782&vjs=3
132,Data Analyst,Data Analyst,Alice Blue Financial Service Pvt Ltd,"Bengaluru, Karnataka","Skilled with data analysis, data visualization, and reporting & analytics.
Able to analyze the source data and design solutions.",PostedPosted 30+ days ago,"₹4,00,000 - ₹8,00,517 a year",2023-03-15,/company/Alice-Blue-Financial-Service-Pvt-Ltd/jobs/Data-Analyst-a8e784328d70f1eb?fccid=e97488371c06194a&vjs=3
133,"Manager, Data Analytics",Data Analyst,ESSVEE SERVICES,Remote,"*· Deliver high quality training that follows company methodology, and matches the skills required by the corporate clients using an Online Training platform*.",EmployerActive 1 day ago,"₹50,000 - ₹55,000 a month",2023-03-15,/company/ESSVEE-SERVICES/jobs/Manager-db5621dc0115c0ce?fccid=83c5735883bdce56&vjs=3
134,Data Analyst,Data Analyst,"Coresight Research, Inc.","Mangalore, Karnataka","Develop a proficiency in the retrieval and manipulation of data from spreadsheets, a data warehouse or database environment.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c10d66ba1448b2d1&fccid=59c1d8995504c6bf&vjs=3
135,Data Analyst,Data Analyst,SSPL,"New Delhi, Delhi","For planning and coordinating activities, organizations remain in invariant communication with one another and the data transfer has to be performed efficiently…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=22b6f4e487a88d5b&fccid=73b7d836dab45a07&vjs=3
136,Data Standardization Analyst,Data Analyst,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka","Conducts data analysis, creates models, builds reports on assigned research projects.
Researches and extracts data from all applicable sources, participates in…",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=d0b6f45fbf5714a1&fccid=2d181105260f6454&vjs=3
137,Database Developer/Analyst,Data Analyst,Elxer Communications,"Raipur, Chhattisgarh","Provide data management support to users.
You will be responsible for developing, testing, improving, and maintaining new and existing databases to help users…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6ba9d00f963b3cee&fccid=73e28126218b47d9&vjs=3
138,Data Visualization Expert,Data Analyst,Amplework,"Jaipur, Rajasthan","This individual should have the innate ability to lend life to data and make data come alive through intuitive visualizations.
Unix/Linux and Shell Scripting.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5f3125814f7a9292&fccid=03531d79b6e77c60&vjs=3
139,Data Analyst,Data Analyst,prwatech,"Pune, Maharashtra","Working on python, sql and making technical documentation.
Working on projects and developing part.
Co ordinating with cleints on technical queirs.",EmployerActive 1 day ago,"₹10,000 - ₹20,000 a month",2023-03-15,/company/prwatech-technologies/jobs/Data-Analyst-4b6a14a497f2a555?fccid=0813ccde346809b2&vjs=3
140,Data Analysts,Data Analyst,Atulya Group,India,Strong business analytical skills a must; ability to apply business logic to design and implement data mining techniques on large data sets.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f4b08c8821f7828c&fccid=f64b4252c05c8b6c&vjs=3
141,Business Analyst,Data Analyst,Wavelabs Technologies Pvt Ltd.,"Remote in Hyderabad, Telangana","Experience working in Agile and Scrum Methodologies.
Requirement gathering, Writing user stories.
Ability to draw Process flow diagrams.",EmployerActive 6 days ago,"Up to ₹20,00,000 a year",2023-03-15,/company/Wavelabs-Technologies-Pvt-Ltd./jobs/Business-Analyst-c530c58db0239a61?fccid=138d1b400358d0cb&vjs=3
142,Business Analyst,Data Analyst,Dealsafe,Remote,"Experience in analyzing data to draw business-relevant conclusions and data visualization techniques and tools.
Define wireframes for basic representation.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d039ca81f24113cc&fccid=5a42fdcba2f47770&vjs=3
143,Data Analyst (Content Creator),Data Analyst,Trivium Education Services Pvt. Ltd,"Remote in Delhi, Delhi","At least 3 years’ experience working as a data analyst, data scientist, or other data-f7used role.
Experience setting data analytics project requirements and…",EmployerActive 9 days ago,"From ₹1,000 a day",2023-03-15,/company/Trivium-Education-Services-Pvt.-Ltd/jobs/Data-Analyst-dd282a2d3d653b9b?fccid=e6fc9e6808f95522&vjs=3
144,Analyst - Data & Insights,Data Analyst,Publicis Groupe,"Gurgaon, Haryana","Work with UK Finance, Talent, PGD Centers and WW New Business POC to obtain key stats and data (UK employee stats, revenue and PCR, quarterly utilization…",PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=0a3e264bccf87962&fccid=db7f53db949dad57&vjs=3
145,Advanced Data Analytics Specialist,Data Analyst,BT Group,"Bengaluru, Karnataka","The Advanced Data Analytics Specialist identifies, designs, develops and runs data analytics processes to enable stakeholders to make data enabled decisions and…",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=4f0d44edbb81f6e6&fccid=72713e5b1ba0ef22&vjs=3
146,Business Intelligence Analyst,Data Analyst,Apps Solutions Inc.,India,Implementing BI solutions including SAS & other BI Tools; Provide support with integration of the SAS components of Enterprise Business Intelligence; Analyze…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=804901275df1d20b&fccid=e85414ebc8facc4f&vjs=3
147,Data Analyst,Data Analyst,The CAI Store,"Mumbai, Maharashtra","Developing and maintaining databases, data systems – reorganizing data in a readable format.
Performing analysis to assess quality and meaning of data.",EmployerActive 1 day ago,"₹30,000 - ₹40,000 a month",2023-03-15,/company/The-Cai-Store/jobs/Data-Analyst-3df4c4931dd58bf9?fccid=e6f10f12a261622c&vjs=3
148,Data Analyst,Data Analyst,Maersk,"Chennai, Tamil Nadu","Prepares market intelligence research and other monthly reports and.
Provides support on financial modeling for new projects.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5b08e8b0bd9de326&fccid=14e7391c55beeb80&vjs=3
149,Data Management Analyst,Data Analyst,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana","To maintain Client data within the Client Central repository by onboarding new Clients, updating amendments, hierarchy changes, static data updates, mergers and…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=1fa29918efee04a8&fccid=c46d0116f6e69eae&vjs=3
150,Data Analyst,Data Analyst,SOURCEHUB INDIA PVT LTD,"Mysore, Karnataka","Accounts Payables / Form Process / Legal Data Process.
Job Types: Full-time, Fresher, Contractual / Temporary.",EmployerActive 3 days ago,"₹11,000 - ₹13,000 a month",2023-03-15,/company/SOURCEHUB-INDIA-PVT-LTD/jobs/Data-Analyst-9f5be15671953c11?fccid=047c464475c0e6cc&vjs=3
151,Research Analyst,Data Analyst,JK SECURITIES PRIVATE LIMITED,"Anand, Gujarat","➔ Collect and interpret company data to facilitate recommendations.
➔ Analyze data to identify emerging opportunities and risks, justifying your reasoning.",EmployerActive 2 days ago,"₹45,000 - ₹70,000 a month",2023-03-15,/company/JK-Securities-Pvt.-Ltd./jobs/Research-Analyst-c88e535b25783e41?fccid=49709531a625abe8&vjs=3
152,Data Analyst,Data Analyst,Z2plus Placement & Security Agency,India+1 location,.Performing Industry research & correlating data of various business segments to effectively communicate the trends and patterns using relevant data.,PostedPosted 30+ days ago,"₹15,00,000 - ₹18,00,000 a year",2023-03-15,/rc/clk?jk=bd337bca46c5c989&fccid=378a2c43f6b46faf&vjs=3
153,Business Analyst- Analytics,Data Analyst,Genpact,"Bengaluru, Karnataka","We are looking for Reporting analysts with experience in business intelligence reporting using BI tools like Qlik and Power BI, Tableau for delivering…",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=e9268e5fd2d8e4cf&fccid=afe30394bfba1470&vjs=3
154,Data Research Analyst,Data Analyst,Peerbits Solution Pvt Ltd,"Ahmedabad, Gujarat","Experience in internet research and data mining is preferred.
Must possess good skills in MS Office Tools.",PostedPosted 30+ days ago,"₹3,00,000 - ₹5,00,000 a year",2023-03-15,/company/Peerbits-Solution-Pvt-Ltd/jobs/Data-Research-Analyst-5de2b30075ab4f9b?fccid=c50ad4a9a61b1f29&vjs=3
155,Analyst – Visual Analytics,Data Analyst,Perceptive Analytics,"Remote in Hyderabad, Telangana","Understanding and analyzing new data for the purpose of identifying trends and providing insights.
Prospective aspirant should have the ability to understand…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=4ed4b1fc53935486&fccid=210726a08f3619d6&vjs=3
156,Data Analyst,Data Analyst,altbalaji,"Mumbai, Maharashtra",Department: AnalyticsQualification: BTech/BSc IT Reports to: VP Technology Skills : SQL + Tableau + R 2 to 5 years of experience in the Analytics industry.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=276e8768634cfce1&fccid=74720b6d3b89dc9f&vjs=3
157,Analyst,Data Analyst,Merck KGaA Darmstadt Germany,"Bengaluru, Karnataka","This role is responsible to support activities related to Digital Sales in SLS EMEA i.e. administration and maintenance of Digital tools, development and…",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=c7b3d10affc4e8f8&fccid=68d0e0954a811351&vjs=3
158,Data Analyst,Data Analyst,Toolyt,"Bengaluru, Karnataka","Proven working experience as a data analyst or business data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",PostedPosted 23 days ago,"₹15,000 - ₹30,000 a month",2023-03-15,/rc/clk?jk=9e6dd15f01ac0c1f&fccid=7c44a6b6336c0e5d&vjs=3
159,Data Analyst,Data Analyst,Wiser Solutions,Remote,"Possess exceptional analytical skills, be comfortable working with large amounts of data and communicating data findings.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=76b68756499a303d&fccid=da7e1600bc3a6336&vjs=3
160,Junior Associate - Digital Data Governance Analyst,Data Analyst,AstraZeneca,"Chennai, Tamil Nadu","Good understanding of data quality and data management principles.
Monitoring – use data quality reporting tools, system reconciliations and direct data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=38d036cd372579b1&fccid=003656df63cede32&vjs=3
161,Data Analyst I,Data Analyst,Juego Studios,"Bengaluru, Karnataka","Python knowledge - creating data flows.
Proficient in complete SDLC as a Business Intelligence Solution with responsibilities like Requirement gathering,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f02605289700953c&fccid=4ffd3a9251c9ebf7&vjs=3
162,Data Analyst,Data Analyst,Nath Outsourcing Solutions,Punjab,Candidate with 1-3 Years of work experience of Charges/ Payment Posting in US Healthcare with RCM Company.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1c8743ee17c948d3&fccid=6abd8b8cd86f34cd&vjs=3
163,Intern - Data Analytics (APAC),Data Analyst,Waters Corporation,"Bengaluru, Karnataka",Developing processes and tools to assess the effectiveness and accuracy of new data sources and data gathering techniques.,PostedPosted 11 days ago,?,2023-03-15,/rc/clk?jk=843d8cb6c21eefa3&fccid=8ecf0a26bbadddb8&vjs=3
164,Data Analytics Lead,Data Analyst,Rapsys Technologies,"Mumbai, Maharashtra","Proven ability to lead, manage and develop a team of data analysts.
Ensure data accuracy, completeness, and timeliness of data in reporting and analytics…",PostedPosted 15 days ago,"₹12,00,000 - ₹18,00,000 a year",2023-03-15,/company/Rapsys-Technologies-Pte.-Ltd/jobs/Data-Analytic-Lead-eb41c3e539dc5adb?fccid=2ee7e763025b1d5d&vjs=3
165,Data Analyst,Data Analyst,PayU,"Bengaluru, Karnataka","Experience in quantitative or statistical analysis, data mining, predictive or statistical modelling, applied programming, data management, data transformation,…",PostedPosted 28 days ago,?,2023-03-15,/rc/clk?jk=e7c3351df71c05ca&fccid=c1bec49d1ea92b43&vjs=3
166,Sr. Data Analyst,Data Analyst,Hashtag Infosystem,"Surat, Gujarat","Preparing data base layouts such as data tables, data reports for basic understanding and make draft tables for presenting examples of process.",EmployerActive 2 days ago,"₹22,000 - ₹35,000 a month",2023-03-15,/company/Hashtag-Infosystem/jobs/Senior-Data-Analyst-5d66973a5ada3697?fccid=c9f15b847d2560fb&vjs=3
167,Sr. MIS and Data Analyst - Siliguri,Data Analyst,PRM Group,"Shiliguri, West Bengal","Experience in Advance Excel with App script & java Script.
Well versed with MIS and Data Analysis.
Advance Excel and JavaScript knowledge is a MUST.",EmployerActive 1 day ago,"₹35,000 - ₹40,000 a month",2023-03-15,/company/PRM-Group/jobs/Senior-Mis-Data-Analyst-54141cdb9f7481ea?fccid=ea056aac2eaea136&vjs=3
168,Equity Research Analyst,Data Analyst,Guardian Capital Investment Advisors Pvt Ltd,"Hyderabad, Telangana","Analyzing financial statements and other relevant data to assess the financial health and performance of companies.
An MBA from a reputed university preferred.",PostedPosted 15 days ago,"₹10,00,000 - ₹15,00,000 a year",2023-03-15,/company/Guardian-Capital-Investment-Advisors-Pvt-Ltd/jobs/Equity-Research-Analyst-1093a3862bcc4731?fccid=ec15fffa124a3cdc&vjs=3
169,Business Analyst II,Data Analyst,Xpheno,"Remote in Bengaluru, Karnataka+1 location","The Candidate will be dealing with data.
Writing SQL queries -Strong SQL & Microsoft Excel.
Basic - Power BI Tool, Tableau, ETL.",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=c467488200056036&fccid=db03645b64fe84d5&vjs=3
170,Project Lead - Data and Analytics (Spend Analysis),Data Analyst,GEP,"Remote in Airoli, Navi Mumbai, Maharashtra","B) Learn and Use internal software to Load data, Consolidate different data sources to single view and prepare a profile to review accuracy of collected data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c757f21b0d847890&fccid=ad3696bbd9c1d70b&vjs=3
171,Data Analyst,Data Analyst,Qurium Solutions Inc,"Hyderabad, Telangana",Research and decide which data source is correct when two or more data sources have different information for the same data point.,PostedPosted 29 days ago,?,2023-03-15,/rc/clk?jk=ec68e805f1c86ed2&fccid=e6e9206aee178aa0&vjs=3
172,Data Research Analyst,Data Analyst,techtic solutions,"Ahmedabad, Gujarat","*My relevant data from all possible sources.*.
*Provide the research data as asked by seniors*.
*My relevant data from all possible sources.*.",PostedPosted 13 days ago,"₹3,00,000 - ₹6,00,000 a year",2023-03-15,/company/Techtic-Solutions/jobs/Data-Research-Analyst-93bb090db2bee669?fccid=4debb00b53a90934&vjs=3
173,(India-Bangalore) Analyst - Master Data Digital,Data Analyst,Wesco,"Bengaluru, Karnataka","As the Master Data Analyst you will be responsible for maintaining data integrity for existing customer data, interpreting data into standardized Wesco data…",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=59e318084bfb6358&fccid=80fa24e3e94a3473&vjs=3
174,Data Analyst Level 2,Data Analyst,Certara,"Remote in Secunderabad, Telangana","Work with lead consultant, peer data analyst and Quality manager to understand and contribute to database rules, specifications and quality process.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=340980a73a396bbf&fccid=f0ba227ba5c9c8b1&vjs=3
175,Data Analyst/ Customer Analyst,Data Analyst,People impact,"Bengaluru, Karnataka",The Customer Intelligence team plays a key role in helping drive this experience by creating foundational data science tools & data products.,PostedPosted 21 days ago,"Up to ₹35,00,000 a year",2023-03-15,/company/People-Impact/jobs/Data-Analyst-f8a0ad6062c8f244?fccid=9454f3074dfd73a9&vjs=3
176,Tools & Data Analytics,Data Analyst,Airtel India,"Gurgaon, Gurugram, Haryana","Work with a variety of both internal technical teams, as well as outside partners, acting as a subject matter expert to aid in defining hypotheses and sourcing…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e0e68e0875eb34a4&fccid=bb95ccf807a8406a&vjs=3
177,Data Analyst,Data Analyst,Business Brio,"Kolkata, West Bengal",Between 12 and 24 months in a full-time data analyst/analytics position applying most of the skills as indicated above.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=01fcaf0039359346&fccid=e264b6608324091c&vjs=3
178,Data Analyst,Data Analyst,AlphaExpression Technologies,"Pattom, Thiruvananthapuram, Kerala","Job description :Gather and analyse requirements.
Study and convert functional requirements into technical tasks.
Analyse, calculate and provide estimates.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=61ca40d045c78707&fccid=342e2af6a6c349ae&vjs=3
179,Data Analyst,Data Analyst,EnCircle Exports India Pvt. Ltd,"Alkapuri, Vadodara, Gujarat","Job Types: Full-time, Regular / Permanent.
Salary: ₹168,000.00 - ₹264,000.00 per year.
Alkapuri, Vadodara - 390007, Gujarat: Reliably commute or planning to…",PostedPosted 30+ days ago,"₹1,68,000 - ₹2,64,000 a year",2023-03-15,/company/EnCircle-Exports-India-Pvt.-Ltd/jobs/Data-Analyst-18547eed805186dd?fccid=285a75c18c4f533d&vjs=3
180,Business Analyst II,Data Analyst,Xpheno,"Remote in Bengaluru, Karnataka+1 location","The Candidate will be dealing with data.
Writing SQL queries -Strong SQL & Microsoft Excel.
Basic - Power BI Tool, Tableau, ETL.
Year of Exp - 3+ Years.",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=c467488200056036&fccid=db03645b64fe84d5&vjs=3
181,Business Analyst,Data Analyst,Deltatech Gaming,"Panaji, Goa","Knowledge of BI tools and data warehouses.
Knowledge of scripting with SQL and extracting large sets of data.
Analyse the requirements, document and deliver.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=19b95162825f31bc&fccid=fa2642b5efd3c722&vjs=3
182,Business Analyst || Provana || Noida,Data Analyst,Provana,"Delhi, Delhi","Perform ongoing thorough analysis of performance data and SLAs and provide meaningful actionable insights.
Responsible for process improvements in the specified…",PostedPosted 30+ days ago,"₹5,00,000 - ₹7,00,000 a year",2023-03-15,/rc/clk?jk=e4c04ae3148350ed&fccid=088e8ce063647a49&vjs=3
183,"Manager, Data Analytics",Data Analyst,ESSVEE SERVICES,Remote,"*· Deliver high quality training that follows company methodology, and matches the skills required by the corporate clients using an Online Training platform*.",EmployerActive 1 day ago,"₹50,000 - ₹55,000 a month",2023-03-15,/company/ESSVEE-SERVICES/jobs/Manager-db5621dc0115c0ce?fccid=83c5735883bdce56&vjs=3
184,Data Analyst,Data Analyst,Indium Software,Remote,"Enabling effective decision making by retrieving and compiling data in digestible format from multiple sources.
Role Title – Data Analyst – Domo.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=38ce5ae80543b86a&fccid=2c25ea6cf84dad59&vjs=3
185,Data Analyst,Data Analyst,JioSaavn,"Gurgaon, Haryana","Perform hands-on analysis of large volumes of data and across multiple data sets primarily using SQL and Python/R.
We don't just go with the flow, we create it.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5bf0cbeba34ae917&fccid=7aab6942bb26b106&vjs=3
186,Data Analyst,Data Analyst,Platform 65 Train Theme Restaurant,"Medchal, Andhra Pradesh","A data analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors.
Total work: 1 year (Preferred).",EmployerActive 2 days ago,"₹15,000 - ₹20,000 a month",2023-03-15,/company/Platform-65-Train-Theme-Restaurant/jobs/Data-Analyst-cb17caaea5f1ae16?fccid=94709f798addc8a8&vjs=3
187,Analyst – Visual Analytics,Data Analyst,Perceptive Analytics,"Remote in Hyderabad, Telangana","Perceptive Analytics provides data focused solutions to problems in industries across multiple sectors.
Understanding and analyzing new data for the purpose of…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=4ed4b1fc53935486&fccid=210726a08f3619d6&vjs=3
188,Bioinformatics Analyst,Data Analyst,MedGenome Labs,"New Delhi, Delhi","Support impactful data analysis of high-throughput data generated for clinical diagnosis.
Hands on experience in Next-Generation sequencing data analysis is a…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2d7e176a31376110&fccid=ad550a4e083d07c2&vjs=3
189,Data Analyst,Data Analyst,twid,"Bengaluru, Karnataka","2+ years of experience as a data analyst.
Proactively analyze data to answer key questions from stakeholders or.
Within 1 month, you will:",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c56cb2c19b6eccc1&fccid=0de3a08506912bbe&vjs=3
190,Business Data Analyst,Data Analyst,Cognizant,"Chennai, Tamil Nadu","Understand and analyze data to drive business insights.
Data visualization for easy consumption of data with middle management.",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=9346b85f699461bc&fccid=2df6a1e69a70a1e7&vjs=3
191,TTT - Data Analytics - Intern,Data Analyst,EY,"Bengaluru, Karnataka","The constantly evolving regulations require tax departments to gather, organize and analyze more data than ever before.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2e9bd481ac0a0d69&fccid=1544766d4c2915b0&vjs=3
192,Data Analyst,Data Analyst,Saavn,"Gurgaon, Haryana","Perform hands-on analysis of large volumes of data and across multiple data sets primarily using SQL and Python/R.
Efficient programmer in Python/R and SQL.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=170014762625c389&fccid=bb4a2038fb497521&vjs=3
193,Analyst - SQL/VBA,Data Analyst,Eclerx,"Mumbai, Maharashtra+1 location","Query handling for all analysts.
Conducting training for analysts on process activities.
Auditing of work done by analysts & pulling of daily reports.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ea28ec5cd2e15e46&fccid=e6a2604cd4491b02&vjs=3
194,BI Developer,Data Analyst,Hewlett Packard Enterprise,"Bengaluru, Karnataka","Create data models- this includes doing data transformations, writing Power Query Expressions, choosing the best schema that suits the data etc..",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=c6230c4d9a669e34&fccid=216eb700022de6f6&vjs=3
195,Jr. Data Analyst,Data Analyst,Talent Bee Consulting Pvt Ltd,"Bengaluru, Karnataka","Responsible for maintenance of confidential data.
Automation implementation, huge data confidentiality.
Deep-dive into data trends to identify root causes and…",PostedPosted 30+ days ago,?,2023-03-15,/company/Talent-Bee-Consulting/jobs/Junior-Data-Analyst-e03e8c87820a4449?fccid=87e1d039b97865cc&vjs=3
196,Data Analyst Trainee,Data Analyst,JASP Labs,"Visakhapatnam, Andhra Pradesh","Provide support in data analytics and BI deployments.
Knowledge of data warehousing concepts is preferred.
Documentation on specifications, data validation and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e19a613840bed6ff&fccid=1a75b9d7dfb2e0b9&vjs=3
197,DBCM Business & Finance Analyst,Data Analyst,Deutsche Bank,"Remote in Pune, Maharashtra","Support ad hoc deep dives (discussion with senior management stakeholders) by analysing complex data sets.
Best in class leave policy.",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=1629c2534bbbbba7&fccid=f1d8e147024abb3f&vjs=3
198,MIS & Data Analytics,Data Analyst,Megara Infotech,"Gurgaon, Haryana","Maintaining data in Excel (includes Formula (Sum, count, if), Pivot Table,H-Look Up, V-Look Up.
Typing in the English language without spelling mistakes.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bb76041c5bb0d77f&fccid=1171e43a882643a9&vjs=3
199,BDM for Data Analytics,Data Analyst,A for Analytics IT Solutions,"Chennai, Tamil Nadu","A for Analytics is the leading global system Integrator for the last several years in the global Market, offering Business Intelligence, Data Engineering,…",EmployerActive 10 days ago,"₹6,00,000 - ₹10,00,000 a year",2023-03-15,/company/A-for-Analytics-IT-Solutions/jobs/Bdm-Data-Analytic-b93fb376561bba47?fccid=2d6dc4ce83613679&vjs=3
200,Data Analyst - GTM Analytics,Data Analyst,Thomson Reuters,"Bengaluru, Karnataka","Previous work experience with Marketing and Sales data.
Be a self-starter with a curiosity to explore large volumes of data and have the patience to extract,…",PostedPosted 25 days ago,?,2023-03-15,/rc/clk?jk=964751e5df2e8352&fccid=f4c6ed63cbcfdc0d&vjs=3
201,Data Analyst,Data Analyst,PiWheel,India,"2+ years of direct industry work experience in one or more of the following areas: data science, data analytics, or data engineering.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=cb9f77761b8d1e18&fccid=810445fed17a103f&vjs=3
202,Business Analyst,Data Analyst,Freedom Property Investors,Remote,"Extensive experience with data visualization.
Familiarity with market research, analysing data and deriving insights.
Full-time permanent remote working.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f90814b28e48ed92&fccid=b9ef5e26031b642d&vjs=3
203,Business Analyst (Bioinformatics Tech Savy),Data Analyst,Sanskruti Solutions,"Wakad, Pune, Maharashtra",Hands-on experience applying computational algorithms and statistical methods to structured and unstructured big data.,PostedPosted 22 days ago,"₹6,00,000 - ₹18,00,000 a year",2023-03-15,/company/Sanskruti-Solutions/jobs/Business-Analyst-3c49ef1188a0e6d2?fccid=81dd559b9c7b9fa5&vjs=3
204,Data Analyst,Data Analyst,The CAI Store,"Mumbai, Maharashtra","Developing and maintaining databases, data systems – reorganizing data in a readable format.
Performing analysis to assess quality and meaning of data.",EmployerActive 1 day ago,"₹30,000 - ₹40,000 a month",2023-03-15,/company/The-Cai-Store/jobs/Data-Analyst-3df4c4931dd58bf9?fccid=e6f10f12a261622c&vjs=3
205,Clinical data analyst,Data Analyst,INDOGENIX BIOSCIENCES,"Thane, Maharashtra",We are looking for a data analyst who can maintain and keep up with the statistical intensity in neuropsychopharmacological research.,EmployerActive 1 day ago,"₹15,000 - ₹30,000 a month",2023-03-15,/company/INDOGENIX-BIOSCIENCES/jobs/Clinical-Data-Analyst-e6d36e1c099df5d3?fccid=e14d2d663bd69b49&vjs=3
206,Data Analyst,Data Analyst,Toolyt,"Bengaluru, Karnataka","Proven working experience as a data analyst or business data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",PostedPosted 23 days ago,"₹15,000 - ₹30,000 a month",2023-03-15,/rc/clk?jk=9e6dd15f01ac0c1f&fccid=7c44a6b6336c0e5d&vjs=3
207,WEB RESEARCH ANALYST,Data Analyst,Kamsys Techsolutions,"Coimbatore, Tamil Nadu",Research in internet for collecting databases based on the client requirement.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1b0153bbe281bcaa&fccid=a31c04271230153f&vjs=3
