,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
52,Data Analyst,Data Analyst,Group 8A,Temporarily Remote in India,"We are looking for a data analyst role.
Manage IB registration business logic, data mapping, and data transformation logic Respond to escalations related to…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2e29a48c1e7fa43a&fccid=9a9be59d4f84219d&vjs=3
53,Data Analyst (BootCamp),Data Analyst,Nice software solutions,"Nagpur, Maharashtra","Experience Required: 2 to 5 years.
Selected candidates will have to attend regular in-house training in an effort to maximize proficiency and productivity with…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9255f2336c41b608&fccid=745bb03577ad3aa2&vjs=3
54,"Manager, Data Analytics",Data Analyst,Clarivate,"Bengaluru, Karnataka","You will be working on Clarivate data and responsible for analyzing this data using data processing/querying tool like SQL, R or Python.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ed3df2989476d55f&fccid=39cdc80b98113925&vjs=3
55,"Risk Business Analyst ( MUST-Have ALM & CM, WFH)",Data Analyst,DXC Technology,"Remote in Bengaluru, Karnataka",Have experience of building at least one project from scratch with any ALM and ACM system with focus on Knowledge of backend input tables used by ALM & CM…,EmployerActive 1 day ago,"₹20,00,000 - ₹30,00,000 a year",2023-03-15,/company/DXC-Technology/jobs/Risk-Business-Analyst-ea1181308a96854e?fccid=feaabf8e6a699d3c&vjs=3
56,Senior Data Catalog Product Analyst,Data Analyst,Boston Consulting Group,"New Delhi, Delhi","Can explain data concepts like metadata, data governance, data dictionary, business glossary, data lineage and train users on using the Data Catalog platform.",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0BRT_J8tESNZROimpc0WyD7EGfhllYDKcBPIyLxids1TTbUejwmjiSgq72YPe5icDm-vrnHojK4tZERC2CC28LEBskUUXAnV4QHcLb-J0UvRV746ZVlCh_uwbz38a5DdeSBb6EwbTiC7bv_A2relfmYbG5a65Z9-VfqlWkmnjK2fNmpKYDFZu5usF7BsuaIeHS0PYIBYne0Y7yoPIT29Er3_mVtkLUBDpkkEqASxabyQDPm2z8AL347EMib0HIHrpOE5gN098DoJV-SkcVUdEUZ-Vo85Swf0M_o9SDn6i8RqRVa4ktDhZA-YQtIjCkOge6dwZ2TdzdaOWv4zXUy-dugXui8te7LPwh2X0GV50-36FtHHUsC_FECM4tV6SYzoiTSs02f3e9w0WdoqiZeV1pi4CuPBPsz7EXaiP_Rg6eAhz7N5QTmpNIkujQGxKnwu6y8EBwHEFhcL5vrfXfxIVDGbdsSqsb37xlbYBRieoL07-YFVzUIzf8Md33BbTecyhRAJEbGlBEczihhRbzUbvy_&xkcb=SoAR-_M3Syq2PqAVV70LbzkdCdPP&p=12&fvj=0&vjs=3
57,Data Analyst,Data Analyst,Finvisage,"Bengaluru, Karnataka","Working on creating the data model for data warehouse modelling, analytics and reporting projects targeting financial teams.
Data modeling: 1 year (Required).",PostedPosted 30+ days ago,"₹20,00,000 - ₹30,00,000 a year",2023-03-15,/company/Finvisage/jobs/Data-Analyst-66b91098e8225317?fccid=4b18ef9609b5c5dc&vjs=3
58,Business Analyst - Data Science,Data Analyst,PayU,"Bengaluru, Karnataka","PayU Payments data has emerged as a powerful source of information.
Opportunity to work on exceptional projects using cutting edge technology in a big data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bc6f5e06bc77f2ff&fccid=c1bec49d1ea92b43&vjs=3
59,Data Analyst,Data Analyst,NOVEL FINANCIALS BUSINESS SOLUTIONS PVT LTD,"Remote in Mumbai, Maharashtra","Minimum 2 years of hands-on analytical experience in working as a data analyst / BI analyst / data engineer.
We are looking for an analyst who can combine data…",EmployerActive 1 day ago,"₹7,50,000 - ₹8,50,000 a year",2023-03-15,/company/NOVEL-FINANCIALS-BUSINESS-SOLUTIONS-PVT-LTD/jobs/Data-Analyst-b57f81a34561ff9c?fccid=434ea19e34ffc039&vjs=3
60,Master Data Analyst,Data Analyst,Covi-Sense,"Hyderabad, Telangana",Providing a data verification service for data migrations of master data objects and ensure prepared migration data is in line with the standards and quality…,EmployerActive 2 days ago,"₹40,000 - ₹45,000 a month",2023-03-15,/company/Covi--Sense/jobs/Master-Data-Analyst-0d48751bcc54dbff?fccid=f5560c980fe59a9a&vjs=3
61,Data Analyst,Data Analyst,TravClan Technology India,"Delhi, Delhi","Ability to understand and work with large sets of data.
Prior experience with data visualization tools like Data Studio / Tableau / PowerBi.",PostedPosted 30+ days ago,"₹6,00,000 - ₹15,00,000 a year",2023-03-15,/rc/clk?jk=cd259a49b69d65fa&fccid=7fea8d7191f8dae9&vjs=3
62,Data Analyst,Data Analyst,Aimbix Consulting Services,"Mumbai, Maharashtra","Strong Data Analysis and number crunching skills to guide business decisions.
SQL queries will be a part of everyday activity, so we need you to be good with…",EmployerActive 1 day ago,"From ₹10,00,000 a year",2023-03-15,/company/AIMBIX-CONSULTING-SERVICES/jobs/Data-Analyst-4b14a6c977e4ce80?fccid=20cd8372c3c01925&vjs=3
63,Product Analyst,Data Analyst,Valiance Solutins,"Gurgaon, Haryana","Collaborate with engineers to ensure and improve data access and reliability.
Develop data-driven business insights and narratives to identify opportunities,…",EmployerActive 1 day ago,"₹10,00,000 - ₹30,00,000 a year",2023-03-15,/company/Valiance-Solutins/jobs/Product-Analyst-fec3cfa41467a935?fccid=6ca4422cdeec66ee&vjs=3
64,Microsoft BI (MSBI) Consultant,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Theobald – a connector that allows Microsoft to extract data from SAP.
Theobald – a connector that allows Microsoft to extract data from SAP.",PostedPosted 11 days ago,?,2023-03-15,/rc/clk?jk=8f78f8433adcda87&fccid=9ab138c02aaca829&vjs=3
65,Data Analyst (Product Sales),Data Analyst,Rudrateck Solution,"Mumbai, Maharashtra","Developing and maintaining databases and data systems- reorganising data in readable format.
Working with Programmers, Engineers and management heads to assist…",EmployerActive 7 days ago,"₹18,00,000 a year",2023-03-15,/company/Rudrateck/jobs/Data-Analyst-73b394196a94b95b?fccid=68300dacfdb7f431&vjs=3
66,Senior Data Catalog Product Analyst,Data Analyst,Boston Consulting Group,"New Delhi, Delhi","Can explain data concepts like metadata, data governance, data dictionary, business glossary, data lineage and train users on using the Data Catalog platform.",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0BRT_J8tESNZROimpc0WyD7EGfhllYDKcBPIyLxids1TTbUejwmjiSgq72YPe5icDm-vrnHojK4tZERC2CC28LEBskUUXAnV4QHcLb-J0UvRV746ZVlCh_uwbz38a5DdeSBb6EwbTiC7bv_A2relfmYbG5a65Z9-VfqlWkmnjK2fKXCte37uhfHpKlQoyX6oOlnKvItdPCxhW9OCNFADC_Hu4wQzfC03c7cjOiIrCNqqXvtbWdA2g_kO2wKqkeeNNMlwREAObhiz3bEiFZfy8hVx7NWPxsTAF7M57ZBa51fUpfb0VI5LBa09H6Z452Zz5OXDxX5ssoKkl7bZUekl0Kf-ZLGBIJG_mAk-dnj1oyQcMsK_cxe5hk8FmPefx9RBehsMtnLPWVbBalG05ls4--sWA24ptmOu9F6D5LvAb9ljprQKgIXTYYdScdkBkJ5E8l6BrBN0EA93qXOybxJPmVUqcx8wg1MTVdgVz3xgKwXWwB97uVplwhCvON2BaqCimVQAintBwIK9QCHCFniIGWp&xkcb=SoAW-_M3Syq1WCQNIZ0JbzkdCdPP&p=11&fvj=0&vjs=3
67,Product Analyst - Casual Games,Data Analyst,Kwalee,"Remote in Bengaluru, Karnataka","Experience manipulating data in SQL databases.
Analyse data to quantify the relationships between game elements, player engagement and marketing strategies,…",PostedPosted 25 days ago,?,2023-03-15,/rc/clk?jk=468fcb112dde8bc5&fccid=069a96b26806555a&vjs=3
68,Senior Data Analyst,Data Analyst,Airtel India,"Gurgaon, Gurugram, Haryana+1 location","Effective communication skills and experience working across multiple teams will be a plus (data engineering, data analytics, product squads).",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=94f35575758919ad&fccid=bb95ccf807a8406a&vjs=3
69,Data Analyst Engineer - Remote,Data Analyst,Gencosys,"Remote in Lucknow, Uttar Pradesh","4+ years in a data analyst role.
You are responsible for analyzing data using statistical techniques, implementing and maintaining databases, gathering data…",PostedPosted 30+ days ago,"₹85,000 - ₹1,40,000 a month",2023-03-15,/company/Gencosys/jobs/Data-Analyst-Engineer-c55b0c5a67a292d3?fccid=74051654d30b0966&vjs=3
70,Senior Data Analyst,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Education: Masters/Bachelors in Computers/Electrical / Electronics or Equivalent engineering –.
Strong programming skills in Python.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0d8b6d6b21dc4f87&fccid=9ab138c02aaca829&vjs=3
71,Data Analyst,Data Analyst,Kredent InfoEdge Pvt.Ltd.,"Kolkata, West Bengal","The candidate will be required to assess the business requirement/ feature from various sources like users, internal teams, and various other stakeholders.",PostedPosted 30+ days ago,?,2023-03-15,/company/Kredent-InfoEdge-Pvt.Ltd./jobs/Data-Analyst-81bdb9e1f8c4eaac?fccid=504f2a6119107983&vjs=3
72,Sr. Data Analysts,Data Analyst,Navedas Technology Solutions,"Bhubaneshwar, Orissa","You would be part of the Research team, which supports the strategic and tactical needs of global organizations. The team works on industry research,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=07457994373fd426&fccid=21338ff4d335ce37&vjs=3
73,Sr.Data Analytics,Data Analyst,Sharadha Terry Products Private Limited,"Mettuppalaiyam, Tamil Nadu","Experience Minimum 5 years in manufacturing company (any Industry) proven working experience in Data analytics, Data visualization, (Simulation models, AI / ML,…",PostedPosted 30+ days ago,"From ₹30,000 a month",2023-03-15,/company/Sharadha-Terry-Products-Private-Limited/jobs/Senior-Data-Analytic-5d4825e94a326fb5?fccid=4da76430492cf263&vjs=3
74,Business Analyst - Data Science,Data Analyst,PayU,"Bengaluru, Karnataka","PayU Payments data has emerged as a powerful source of information.
Opportunity to work on exceptional projects using cutting edge technology in a big data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bc6f5e06bc77f2ff&fccid=c1bec49d1ea92b43&vjs=3
75,"Risk Business Analyst ( MUST-Have ALM & CM, WFH)",Data Analyst,DXC Technology,"Remote in Bengaluru, Karnataka",Have experience of building at least one project from scratch with any ALM and ACM system with focus on Knowledge of backend input tables used by ALM & CM…,EmployerActive 1 day ago,"₹20,00,000 - ₹30,00,000 a year",2023-03-15,/company/DXC-Technology/jobs/Risk-Business-Analyst-ea1181308a96854e?fccid=feaabf8e6a699d3c&vjs=3
76,Data Analyst,Data Analyst,Mirum Digital Pvt. Ltd.,"Mumbai, Maharashtra","Write and optimize in-application SQL statements, Procedures, Views Etc.
Ensure performance, security, and availability of databases.",EmployerActive 1 day ago,?,2023-03-15,/rc/clk?jk=b70cdd81653b6ea4&fccid=30584d7fcc702043&vjs=3
77,Data Analyst,Data Analyst,NOVEL FINANCIALS BUSINESS SOLUTIONS PVT LTD,"Remote in Mumbai, Maharashtra","Minimum 2 years of hands-on analytical experience in working as a data analyst / BI analyst / data engineer.
We are looking for an analyst who can combine data…",EmployerActive 1 day ago,"₹7,50,000 - ₹8,50,000 a year",2023-03-15,/company/NOVEL-FINANCIALS-BUSINESS-SOLUTIONS-PVT-LTD/jobs/Data-Analyst-b57f81a34561ff9c?fccid=434ea19e34ffc039&vjs=3
78,Data Analyst,Data Analyst,Falcon Smart IT,"Chennai, Tamil Nadu","Job Type : Fixed term contract.
Advanced excel and macros.
Data Analysis - mainly ERP download reports in inventory.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=09be939d1abd065d&fccid=aa250824d87103ac&vjs=3
79,Process Developer– Data Analyst,Data Analyst,Marktine Technology Solutions,Remote,"Applies query, data exploration and transformation, basic statistical methods and visualization techniques to build business insights or improve data quality.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=87842db502364be4&fccid=4a3d46e28f0964e5&vjs=3
80,Analyst - Data Engineering,Data Analyst,TIAA,"Pune, Maharashtra","Implement and monitor automated data controls.
Implements large scale, complex data projects with a focus on collecting, parsing, managing, analyzing large sets…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=0a1fe9b251205185&fccid=ee5ba787b9f4e31a&vjs=3
81,Business Intelligence & Data Engineer,Data Analyst,PBI Analytics,"Remote in Mumbai, Maharashtra","Structured training for graduates to become Data Engineer and Business Intelligence developer.
Power BI, ADF, Synapse, SQL, SSIS, etc.",EmployerActive 1 day ago,"₹1,20,000 - ₹3,50,000 a year",2023-03-15,/company/PBI-Analytics/jobs/Business-Intelligence-Data-Engineer-f699d2bf1bb91c62?fccid=d4aa60902c812037&vjs=3
82,Data Analyst,Data Analyst,Heart It Out,Remote,"Acquiring data from primary or secondary data sources and maintaining databases.
Reports preparation, maintenance of data, making reports in different tools.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=83f249ef3743bb14&fccid=077cb259e6857b69&vjs=3
83,Senior Data Analyst,Data Analyst,High Technologies Solutions,"Kalkaji Devi, Delhi","A data analyst is responsible for organizing data related to sales numbers, market research, logistics, linguistics, or other behaviours.",PostedPosted 30+ days ago,"₹3,43,581 - ₹14,73,359 a year",2023-03-15,/company/High-Technologies-Solutions/jobs/Senior-Data-Analyst-25ba72f63a6205d4?fccid=89e8428ac1b9796d&vjs=3
84,Product Analyst,Data Analyst,"Sense Talent Labs, Inc.","Bengaluru, Karnataka",The Sense Analytics team collaborates with business stakeholders to design data models and resilient data pipelines to deliver actionable insights to the…,PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=5f45b65dd0393aea&fccid=bbb3662cdcf89315&vjs=3
85,Product Analyst - Casual Games,Data Analyst,Kwalee Ltd,"Remote in Bengaluru, Karnataka","Experience manipulating data in SQL databases.
Analyse data to quantify the relationships between game elements, player engagement and marketing strategies,…",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=08cd25bbce8d9be5&fccid=069a96b26806555a&vjs=3
86,"Data Analyst, Data Analytics",Data Analyst,Cardinal Health,"Bengaluru, Karnataka","Architecting and implementing data governance and security for data platforms on GCP.
Experience in designing and optimizing data models on GCP cloud using GCP…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=28b60c357e759b22&fccid=87b328666e50453b&vjs=3
87,Microsoft BI (MSBI) Consultant,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Theobald – a connector that allows Microsoft to extract data from SAP.
Theobald – a connector that allows Microsoft to extract data from SAP.",PostedPosted 11 days ago,?,2023-03-15,/rc/clk?jk=8f78f8433adcda87&fccid=9ab138c02aaca829&vjs=3
88,Data Analyst,Data Analyst,Airtel India,"Gurgaon, Haryana+1 location","Familiar with digital analytics and clickstream data.
Develop strong hypothesis, conduct A/B analytics and make data based recommendations for product.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=55ee3cc8d6629e13&fccid=bb95ccf807a8406a&vjs=3
89,"Business Analyst/Data Analyst(Python, Sql,(Onsite )",Data Analyst,Valiance Solutins,"Gurgaon, Haryana","Data analytics tools and techniques.
You should be good at understanding client data needs, the landscape of various heterogeneous data sources, identifying a…",EmployerActive 2 days ago,"₹10,00,000 - ₹30,00,000 a year",2023-03-15,/company/Valiance-Solutins/jobs/Business-Analyst-Data-Analyst-084387d32c15a9ab?fccid=6ca4422cdeec66ee&vjs=3
90,Data Analyst,Data Analyst,Anion Healthcare BPO,India,"Perform complex data analysis in support of ad-hoc and standing customer requests.
Write excel and SQL programs to analyze and extract valuable information from…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=37da52a22bc938cd&fccid=65c407ccacf8eae7&vjs=3
91,Data Analyst,Data Analyst,BOT VFX,"Chennai, Tamil Nadu+1 location","The candidate will have to take the responsibility of managing our master data set, developing reports and troubleshooting data issues.",PostedPosted 25 days ago,?,2023-03-15,/rc/clk?jk=f050b5713b175b25&fccid=dff5290eff8d0bd0&vjs=3
92,Data Analyst,Data Analyst,HSBC,"Mumbai, Maharashtra",The team members embed agile delivery methodologies to continuously keep refining the data models using new and emerging techniques.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=95a7ea047930fe3f&fccid=04c9b139c84ea1b5&vjs=3
93,Data Analyst Engineer - Remote,Data Analyst,Gencosys,"Remote in Lucknow, Uttar Pradesh","4+ years in a data analyst role.
You are responsible for analyzing data using statistical techniques, implementing and maintaining databases, gathering data…",PostedPosted 30+ days ago,"₹85,000 - ₹1,40,000 a month",2023-03-15,/company/Gencosys/jobs/Data-Analyst-Engineer-c55b0c5a67a292d3?fccid=74051654d30b0966&vjs=3
94,Business Intelligence Analyst,Data Analyst,StockEdge,"Kolkata, West Bengal","Around (1-5) years of experience working with data analytics & visualization for better decision-making in Tableau.
Must have knowledge of Tableau.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a82467e320b2d2db&fccid=a5e7ca78da897d44&vjs=3
95,Business Intelligence Analyst (Business),Data Analyst,DNEG,"Chennai, Tamil Nadu+2 locations","The prosperous candidate will be responsible for collecting, analyzing, and interpreting large sets of data to provide actionable insights and support data…",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=23a3cf557f5fb440&fccid=d0cd21a0ba3fbacd&vjs=3
96,Endurance Data Analysis,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Data quality monitoring (MF4 data, DL script, abgas test data, oil dilution data) and management • Daimler AG specific data (DL scripts, VRX file & Flea scripts…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a4da192ea943fedd&fccid=9ab138c02aaca829&vjs=3
97,Data Visualization,Data Analyst,Capgemini Invent,"Mumbai, Maharashtra",Experience in data modeling and transformation of large scale data sources using SQL/Hadoop Spark/Hive or other Big Data technologies.,PostedPosted 29 days ago,?,2023-03-15,/rc/clk?jk=019ab57801094c61&fccid=5d72e2fe76078b02&vjs=3
98,Data Analyst (Product Sales),Data Analyst,Rudrateck Solution,"Mumbai, Maharashtra","Developing and maintaining databases and data systems- reorganising data in readable format.
Working with Programmers, Engineers and management heads to assist…",EmployerActive 7 days ago,"₹18,00,000 a year",2023-03-15,/company/Rudrateck/jobs/Data-Analyst-73b394196a94b95b?fccid=68300dacfdb7f431&vjs=3
99,Data Analyst,Data Analyst,Ganga RK Industries Pvt. Ltd,"Rajkot, Gujarat","The next stage for data analysts is to implement data modelling techniques to encompass the key facets of data analysis.
Total work: 1 year (Preferred).",EmployerActive 1 day ago,"From ₹4,00,000 a year",2023-03-15,/company/ganga-rk-industries-pvt-ltd/jobs/Data-Analyst-c92376afd09ea545?fccid=df20196d8f7a0150&vjs=3
100,Data Analyst,Data Analyst,Multi Recruit,"Bengaluru, Karnataka","Designing & maintaining data systems & databases.
Retrieving data from database servers using SQL queries & preparing reports.",PostedPosted 30+ days ago,"₹8,00,000 - ₹10,00,000 a year",2023-03-15,/company/Multi-Recruit/jobs/Data-Analyst-901453acad19360c?fccid=76f7f30bc5ab3e60&vjs=3
101,Data Visualization,Data Analyst,Capgemini,"Mumbai, Maharashtra",Experience in data modeling and transformation of large scale data sources using SQL/Hadoop Spark/Hive or other Big Data technologies.,PostedPosted 29 days ago,?,2023-03-15,/rc/clk?jk=3d7b94d01cf95170&fccid=105ecfd0283f415f&vjs=3
102,Business Analyst - (Data Analytics),Data Analyst,PayU,"Gurgaon, Haryana","About PayU PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and Eastern Europe, Latin America, the Middle East…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=755a71bb4f498384&fccid=c1bec49d1ea92b43&vjs=3
103,Research Analyst,Data Analyst,Aon Corporation,"Bengaluru, Karnataka","Ability to “investigate” and build upon the data analysis.
Proficient in Excel, Word, PowerPoint and data manipulation.
1 to 6 years in Research.",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=8da7a36d6bcf072c&fccid=dc08cb56cb2d6276&vjs=3
104,Data Analyst,Data Analyst,Finvisage,"Bengaluru, Karnataka","Working on creating the data model for data warehouse modelling, analytics and reporting projects targeting financial teams.
Data modeling: 1 year (Required).",PostedPosted 30+ days ago,"₹20,00,000 - ₹30,00,000 a year",2023-03-15,/company/Finvisage/jobs/Data-Analyst-66b91098e8225317?fccid=4b18ef9609b5c5dc&vjs=3
105,Junior Data Analyst,Data Analyst,Prarang,"Noida, Uttar Pradesh","Another important aspect would be reviewing existing data for deficiencies or errors and correcting discrepancies if any.
Proficiency in MS-Excel, MS-Word.",PostedPosted 19 days ago,"₹15,000 - ₹30,000 a month",2023-03-15,/company/Prarang/jobs/Junior-Data-Analyst-2058809e5c138bc6?fccid=fdc6e7969c334d59&vjs=3
106,Data Engineer Analyst,Data Analyst,SBI Mutual Fund,"Mumbai, Maharashtra","Using techniques from a range of disciplines, including computer programming, mathematics, and statistics, as a data analyst you will have to draw conclusions…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=dde32dd31b1077b9&fccid=7d25888323b1dd7e&vjs=3
107,Data Analyst Manager- Retail,Data Analyst,Lakshita Fashions Pvt Ltd,"Noida, Uttar Pradesh","Continuously improve processes and systems for data analysis and reporting.
Strong background in data analysis, with experience working with large and complex…",EmployerActive 2 days ago,"₹50,000 - ₹1,25,000 a month",2023-03-15,/company/Lakshita-Fashions-Pvt-Ltd/jobs/Data-Analyst-Manager-d676deb3f78f6e9a?fccid=4f98f757eaf63a91&vjs=3
108,Data Analyst,Data Analyst,GYPR PVT LTD,"New Delhi, Delhi","Three or more years of experience mining data as a data analyst.
Experience with real data in any domain.
Experience in data visualization and presentation.",EmployerActive 7 days ago,"₹3,00,000 - ₹6,00,000 a year",2023-03-15,/company/GYPR-Tutorials/jobs/Data-Analyst-6aaccf8e87cc02f8?fccid=18ef0d325ccfe230&vjs=3
109,Data Analyst,Data Analyst,UBIS,"Kochi, Kerala","❖ Data Management Executive (DME) should good with EXCEL or google sheets.
❖ He should have good knowledge of different Excel Formulas.",PostedPosted 20 days ago,"₹20,000 - ₹25,000 a month",2023-03-15,/company/Ubis/jobs/Data-Analyst-98c97996c8798f74?fccid=2deab5b4c0fdd33e&vjs=3
110,Business Analyst – Business Intelligence,Data Analyst,Merce Technologies,"Navi Mumbai, Maharashtra","Strong analytical skills with ability to provide data-backed analysis and work with large data sets.
Exceptional analytical and conceptual thinking skills to…",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=cc34fe902bf2b289&fccid=2a1e9aaf27a4eb4e&vjs=3
111,Bussiness Analyst,Data Analyst,Resilience infotech,"Bengaluru, Karnataka","Analyze data and create reports that enhance decision making across various areas of the business.
Provides information for reports and records through research…",EmployerActive 15 days ago,"Up to ₹5,00,000 a year",2023-03-15,/company/RESILIENCE-INFOTECH/jobs/Bussiness-Analyst-f099b5a68ccdf533?fccid=d79a1760736d1b0a&vjs=3
112,Data Research Analyst,Data Analyst,Morningstar,"Hybrid remote in Navi Mumbai, Maharashtra","Update data using MDD UI-based applications.
Good Excel skills for data analysis & transformation.
To apply all data updates and changes to historical pricing…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=947f9fbeebc2c0b6&fccid=acfb0b086b8f975d&vjs=3
113,Data Analyst (AI/ML) - Analyst,Data Analyst,Information Services Group,"Bengaluru, Karnataka","Thoroughly understand the underlying data, business implications and usage of data for research and consulting deliverables.",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=9acfa97d73864179&fccid=ecbcf39e93faeaff&vjs=3
114,Data Analyst (Data Mining),Data Analyst,LanceTech Solutions Pvt Ltd,"Pune, Maharashtra","4+ years in a data analyst role.
Providing technical expertise in data storage structures, data mining, and data cleansing.
2+ years’ Data mining experience.",PostedPosted 30+ days ago,"₹10,00,000 a year",2023-03-15,/company/LanceTech-Solutions-Pvt-Ltd/jobs/Data-Analyst-a90d2dc7aa7fa1e0?fccid=e9c8111ee4de3cfa&vjs=3
115,Business Analyst,Data Analyst,PayU,"Gurgaon, Haryana","PayU Payments data has emerged as a powerful source of information.
Opportunity to work on exceptional projects using cutting edge technology in a big data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=96e4e77a2ed2cc99&fccid=c1bec49d1ea92b43&vjs=3
116,Data Analyst_Loan Book,Data Analyst,Dhani Loans and Services Ltd,"Gurgaon, Haryana","Experience desired on hands on a large data.
Preparation of monthly and quarterly loan book.
Liaison with statutory and internal auditors for quarterly audits.",EmployerActive 16 days ago,"₹5,00,000 - ₹7,00,000 a month",2023-03-15,/company/Dhani-Loans-and-Services-Ltd/jobs/Data-Analyst-Loan-Book-6bfbec8825be1e03?fccid=8c5561057a7d2e9c&vjs=3
117,Data Analyst,Data Analyst,Grid Logic Software Private Limited,Remote,"Provide quality data, and work with data engineers to ensure data moves in reliably.
Interpret data and analyze results using statistical techniques.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=02aae773ac6ca945&fccid=3fe48533ae9fe92d&vjs=3
118,Senior Research Analyst,Data Analyst,Data Bridge Market Research,"Remote in Gurgaon, Haryana","Conduct daily, weekly and monthly review of the analysts.
Share expertise by conducting knowledge sharing sessions with the team and/or research analyst.",EmployerActive 15 days ago,"₹60,000 - ₹80,000 a month",2023-03-15,/company/Data-Bridge-Market-Research/jobs/Senior-Research-Analyst-78175d22fef40d67?fccid=e65bea81001ddaa0&vjs=3
119,Business Analyst,Data Analyst,Pacific Global Solutions,Remote,"Interpret, evaluate and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1a523502927c6639&fccid=e315ffbae620512d&vjs=3
120,Sr. Data Analyst,Data Analyst,InfoBeans Technologies,"Pune, Maharashtra","Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
Total work: 5 years (Required).",EmployerActive 12 days ago,"Up to ₹18,00,000 a year",2023-03-15,/company/InfoBeans/jobs/Senior-Data-Analyst-6977772f25260307?fccid=6e77da1f80b6c8c9&vjs=3
121,Power BI Developer,Data Analyst,Revonextsoft,"Bengaluru, Karnataka","Ability to optimise data loads and Power BI applications for efficient performance.
Experience with handling row level security and required data access using…",PostedPosted 30+ days ago,"₹3,60,000 - ₹8,40,000 a year",2023-03-15,/rc/clk?jk=7b2f873a69db27ef&fccid=bcbf0be9b5db76f4&vjs=3
122,Data Analyst,Data Analyst,selling simplified India Pvt. Ltd.,"Gautam Budh Nagar, Uttar Pradesh","Collect data from business directories, networking portals and company websites.
Contact data cleaning and updating using excel and online/internal tools.",PostedPosted 30+ days ago,"Up to ₹4,00,000 a year",2023-03-15,/company/selling-simplified-India-Pvt.-Ltd./jobs/Data-Analyst-cdd1d1f9f16d0e24?fccid=5ae01b2d94811f8b&vjs=3
123,Data Analyst,Data Analyst,Kalamandir Jewellers,"Surat, Gujarat","Collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors.
Quality and accuracy of that data, then process, design,…",EmployerActive 2 days ago,"₹10,000 - ₹30,000 a month",2023-03-15,/company/Kalamandir-Jewellers/jobs/Data-Analyst-c354ce804f05c554?fccid=28a26a7c5ee03635&vjs=3
124,Application Support Analyst,Data Analyst,SSquad Global,"Bengaluru, Karnataka","Experience with analyzing data and debugging issues using Java or ORACLE.
Perform data and code analysis in order to troubleshoot errors and user questions.",EmployerActive 18 days ago,"₹80,000 - ₹1,20,000 a month",2023-03-15,/company/SSquad-Global/jobs/Application-Support-Analyst-81a3dcbf17c11ad7?fccid=71931d6d26869fb5&vjs=3
